Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S65149941,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,6,CO-ANT,,L10120323,BPI-143-CO,5.6092942,-75.8155342,2020-02-25,08:00 AM,eBird - Stationary Count,10,1,,,2,,",B"
S64502773,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,4,CO-ANT,,L10077667,BPI-144-CO,5.563794,-75.8064183,2020-02-13,07:29 AM,eBird - Stationary Count,12,1,,,2
S64502742,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L10077667,BPI-144-CO,5.563794,-75.8064183,2020-02-13,07:50 AM,eBird - Stationary Count,13,1,,,2
S64502531,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L10077667,BPI-144-CO,5.563794,-75.8064183,2020-02-14,06:39 AM,eBird - Stationary Count,11,1,,,2
S82669454,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L10077667,BPI-144-CO,5.563794,-75.8064183,2021-03-03,07:40 AM,eBird - Stationary Count,10,1,,,2,,,"CN 100, DB 62"
S81741269,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L10235631,BPI-148-CO,5.6100931,-75.8727516,2021-02-11,06:25 AM,eBird - Stationary Count,12,1,,,2,,,"DB 37, CN 95"
S94171298,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L10235641,BPI-152-CO,5.6120324,-75.8765381,2021-09-03,06:38 AM,eBird - Stationary Count,10,1,,,2,,,DB 49
S94323092,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,12,CO-ANT,,L10235638,BPI-153-CO,5.6102955,-75.8760018,2021-09-03,06:42 AM,eBird - Stationary Count,10,1,,,2,,,"DB, 44"
S80112314,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L13429385,Finca Aguabonita,5.587954,-75.833574,2021-01-29,08:39 AM,eBird - Casual Observation,,0,,,2
S94171375,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,18,CO-ANT,,L16289149,Finca La Hondura,5.6111553,-75.8749308,2021-09-03,06:54 AM,eBird - Casual Observation,,0,,,2
S93465621,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,5,CO-ANT,,L16142172,Finca La Oficina - Comedero,5.6044903,-75.8135739,2021-08-19,05:34 PM,eBird - Stationary Count,17,1,,,2
S59171211,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L9823741,Finca La Simeona,5.6140206,-75.824876,2019-08-21,08:04 AM,eBird - Casual Observation,,0,,,3
S81316528,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L13422513,Hostal el encanto,5.6065084,-75.8125122,2021-02-14,08:22 AM,eBird - Stationary Count,15,1,,,2
S82422328,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L13422513,Hostal el encanto,5.6065084,-75.8125122,2021-02-27,10:11 AM,eBird - Stationary Count,12,1,,,2
S82500960,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L13422513,Hostal el encanto,5.6065084,-75.8125122,2021-02-28,11:03 AM,eBird - Stationary Count,10,1,,,2
S83204454,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L13422513,Hostal el encanto,5.6065084,-75.8125122,2021-03-10,07:48 AM,eBird - Stationary Count,10,1,,,2
S84348905,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L13422513,Hostal el encanto,5.6065084,-75.8125122,2021-03-28,10:39 AM,eBird - Stationary Count,10,1,,,2
S84461510,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L13422513,Hostal el encanto,5.6065084,-75.8125122,2021-03-31,10:56 AM,eBird - Stationary Count,10,1,,,2
S60749238,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L2719023,Jardin Cock-of-the-Rock Lek,5.59662,-75.82159,2019-10-19,11:46 AM,eBird - Traveling Count,47,1,1.41,,3
S92996804,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,6,CO-ANT,,L10053861,La Herrera - Río,5.586858,-75.8119434,2021-08-09,09:12 AM,eBird - Stationary Count,10,1,,,2,CN Construcción de Nido
S57544619,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9329448,"Rio Claro, Antioquia, CO (5.591, -75.868)",5.5908947,-75.8681604,2019-05-23,12:39 PM,eBird - Traveling Count,14,1,.2,,1
S80456633,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L9329448,"Rio Claro, Antioquia, CO (5.591, -75.868)",5.5908947,-75.8681604,2021-02-05,05:58 AM,eBird - Casual Observation,,0,,,2
S60718260,Golden-winged Warbler,Vermivora chrysoptera,32853,1,CO-ANT,,L10041505,BPI-075-CO,5.6126516,-75.8346035,2019-10-17,07:36 AM,eBird - Stationary Count,11,1,,,2
S64175100,Golden-winged Warbler,Vermivora chrysoptera,32853,1,CO-ANT,,L10692080,BPI-108-CO,5.6110977,-75.8404196,2020-02-01,09:08 AM,eBird - Stationary Count,15,1,,,2
S61670126,Golden-winged Warbler,Vermivora chrysoptera,32853,1,CO-ANT,,L2381258,La Esperanza Bird Reserve,5.61086,-75.836667,2019-11-23,07:33 AM,eBird - Traveling Count,137,1,2.01,,3
S65596313,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10040022,BPI-007-CO,5.613126,-75.8459324,2020-03-06,09:09 AM,eBird - Stationary Count,11,1,,,2,,",S"
S80689474,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10040066,BPI-008-CO,5.6137892,-75.8447648,2021-02-09,06:24 AM,PROALAS Point Count (2 bands),12,1,,,1,,,"CN 100, DB 47"
S74247156,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10040147,BPI-010-CO,5.6074795,-75.8463787,2020-09-25,06:28 AM,eBird - Stationary Count,11,1,,,2,,,"CN 46,DB 70"
S64175243,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10040171,BPI-011-CO,5.6024842,-75.8364852,2020-02-01,06:42 AM,eBird - Stationary Count,11,1,,,2
S64412797,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L9827758,BPI-051-CO,5.6111498,-75.8250051,2020-02-07,06:10 AM,eBird - Stationary Count,12,1,,,2
S60921623,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10070666,BPI-069-CO,5.5946084,-75.8686036,2019-10-24,08:53 AM,eBird - Stationary Count,10,1,,,2
S60718136,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10041296,BPI-076-CO,5.6144021,-75.8353437,2019-10-18,06:34 AM,eBird - Stationary Count,10,1,,,2
S60545711,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10004187,BPI-080-CO,5.5971227,-75.825209,2019-10-12,07:47 AM,eBird - Stationary Count,14,1,,,2
S60993934,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10077686,BPI-082-CO,5.6158346,-75.8383672,2019-10-25,06:46 AM,eBird - Stationary Count,11,1,,,2
S60272257,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L9979117,BPI-084-CO,5.5905016,-75.869348,2019-09-30,08:18 AM,eBird - Stationary Count,12,1,,,2,,,,199612531 199612541
S64297340,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L9979117,BPI-084-CO,5.5905016,-75.869348,2020-02-09,06:49 AM,eBird - Stationary Count,11,1,,,2
S94620508,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L9979196,BPI-098-CO,5.5878297,-75.8632789,2021-09-13,08:14 AM,eBird - Stationary Count,12,1,,,2
S83810484,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10034129,BPI-101-CO,5.5793752,-75.8622154,2021-03-19,08:39 AM,eBird - Stationary Count,10,1,,,2,,,"CN 70, DB 48"
S60643316,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10034295,BPI-102-CO,5.581472,-75.8625815,2019-10-11,07:48 AM,eBird - Stationary Count,10,1,,,2
S64502808,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10077669,BPI-113-CO,5.5661728,-75.8067184,2020-02-13,07:07 AM,eBird - Stationary Count,11,1,,,2
S64837788,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10070611,BPI-128-CO,5.592743,-75.8655629,2020-02-11,09:05 AM,eBird - Stationary Count,10,1,,,2
S60921720,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10070667,BPI-129-CO,5.5963856,-75.8701445,2019-10-24,08:09 AM,eBird - Stationary Count,10,1,,,2
S60921696,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10070667,BPI-129-CO,5.5963856,-75.8701445,2019-10-24,08:25 AM,eBird - Stationary Count,10,1,,,2
S60840073,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10065339,BPI-130-CO,5.59447,-75.8599492,2019-10-22,08:21 AM,eBird - Stationary Count,11,1,,,2
S60923696,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10065339,BPI-130-CO,5.59447,-75.8599492,2019-10-22,08:35 AM,eBird - Stationary Count,14,1,,,2
S64541221,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10070575,BPI-137-CO,5.6144469,-75.8281299,2020-02-07,08:03 AM,eBird - Stationary Count,10,1,,,2
S64116841,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10077690,BPI-146-CO,5.6210143,-75.8364881,2020-02-04,07:27 AM,eBird - Stationary Count,10,1,,,2
S65713504,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L10235638,BPI-153-CO,5.6102955,-75.8760018,2020-03-09,06:55 AM,eBird - Stationary Count,11,1,,,2,,",S"
S80181892,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L13422513,Hostal el encanto,5.6065084,-75.8125122,2021-01-31,09:34 AM,eBird - Stationary Count,10,1,,,1
S61670126,Black-and-white Warbler,Mniotilta varia,32859,1,CO-ANT,,L2381258,La Esperanza Bird Reserve,5.61086,-75.836667,2019-11-23,07:33 AM,eBird - Traveling Count,137,1,2.01,,3
S82358047,Tennessee Warbler,Leiothlypis peregrina,32869,1,CO-ANT,,L9925725,BPI-027-CO,5.6058917,-75.8577423,2021-02-26,07:43 AM,eBird - Stationary Count,10,1,,,2,,,"CN 80, DB 48"
S84231496,Tennessee Warbler,Leiothlypis peregrina,32869,1,CO-ANT,,L9909088,BPI-057-CO,5.5879846,-75.858233,2021-03-23,08:02 AM,eBird - Stationary Count,14,1,,,2,,,"CN 30, DB 47"
S80844771,Tennessee Warbler,Leiothlypis peregrina,32869,1,CO-ANT,,L10070666,BPI-069-CO,5.5946084,-75.8686036,2021-02-10,07:34 AM,PROALAS Point Count (2 bands),15,1,,,2,,,"CN 60, DB 50"
S73689394,Tennessee Warbler,Leiothlypis peregrina,32869,1,CO-ANT,,L10070611,BPI-128-CO,5.592743,-75.8655629,2020-09-11,08:21 AM,eBird - Stationary Count,15,1,,,2,,"Bandada mixta sobre la carretera, vía río Claro.","CN 42, DB 50"
S80621038,Tennessee Warbler,Leiothlypis peregrina,32869,1,CO-ANT,,L10070611,BPI-128-CO,5.592743,-75.8655629,2021-02-05,08:56 AM,eBird - Stationary Count,11,1,,,2,,,"CN40,DB100"
S64298025,Tennessee Warbler,Leiothlypis peregrina,32869,2,CO-ANT,,L10065339,BPI-130-CO,5.59447,-75.8599492,2020-02-09,09:10 AM,eBird - Stationary Count,10,1,,,2
S81793023,Tennessee Warbler,Leiothlypis peregrina,32869,1,CO-ANT,,L10949467,BPI-145-CO,5.6193511,-75.8443442,2021-02-17,06:52 AM,eBird - Stationary Count,10,1,,,2,,,"CN 100, DB 42"
S60737576,Tennessee Warbler,Leiothlypis peregrina,32869,1,CO-ANT,,L9828305,Finca La Meseta II,5.6033316,-75.8513932,2019-10-19,06:27 AM,eBird - Traveling Count,69,1,.65,,3
S82601824,Tennessee Warbler,Leiothlypis peregrina,32869,1,CO-ANT,,L13422513,Hostal el encanto,5.6065084,-75.8125122,2021-03-01,04:29 PM,PROALAS - Transect,24,1,,,2
S65720032,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10038950,BPI-001-CO,5.6157408,-75.8493119,2020-01-29,07:41 AM,eBird - Stationary Count,10,1,,,2
S80695608,Mourning Warbler,Geothlypis philadelphia,32901,2,CO-ANT,,L10038950,BPI-001-CO,5.6157408,-75.8493119,2021-02-09,09:30 AM,eBird - Traveling Count,10,1,.111,,2,,Vocal,DB 42  CN 50
S80689486,Mourning Warbler,Geothlypis philadelphia,32901,2,CO-ANT,,L10039988,BPI-005-CO,5.6176153,-75.8478971,2021-02-09,06:48 AM,eBird - Stationary Count,16,1,,,1,,,DB : 37  CN 85
S83812351,Mourning Warbler,Geothlypis philadelphia,32901,3,CO-ANT,,L12284712,BPI-005-CO,5.6176153,-75.8478971,2021-03-18,07:13 AM,eBird - Stationary Count,13,1,,,2,,,"CN 80, DB 48"
S82273317,Mourning Warbler,Geothlypis philadelphia,32901,3,CO-ANT,,L10039985,BPI-006-CO,5.6170648,-75.8470637,2021-02-09,06:29 AM,eBird - Traveling Count,10,1,.103,,2,,Vocal,DB : 36  CN: 100
S65596313,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10040022,BPI-007-CO,5.613126,-75.8459324,2020-03-06,09:09 AM,eBird - Stationary Count,11,1,,,2,,",S"
S84388105,Mourning Warbler,Geothlypis philadelphia,32901,2,CO-ANT,,L10040166,BPI-009-CO,5.6084592,-75.8450567,2021-03-30,07:38 AM,eBird - Stationary Count,17,1,,,2,,Vocal,DB 41  CN 40
S83065361,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10040281,BPI-014-CO,5.627754,-75.8595934,2021-03-09,08:17 AM,eBird - Stationary Count,13,1,,,1,,,DB 35  Cn 65
S81535376,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10043688,BPI-015-CO,5.6197049,-75.8532429,2021-02-15,07:07 AM,eBird - Stationary Count,12,1,,,2,,V,DB 33  CN 100
S83065235,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10043688,BPI-015-CO,5.6197049,-75.8532429,2021-03-09,07:30 AM,eBird - Stationary Count,9,1,,,2,,,DB 37  CN 75
S63620495,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L9824603,BPI-016-CO,5.6280671,-75.8571746,2020-01-21,07:01 AM,eBird - Stationary Count,10,1,,,2
S81716532,Mourning Warbler,Geothlypis philadelphia,32901,2,CO-ANT,,L9872291,BPI-018-CO,5.6215686,-75.861635,2021-02-16,06:58 AM,eBird - Stationary Count,16,1,,,2,,,DB 34  Cn 80
S83118326,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L9872248,BPI-019-CO,5.6220628,-75.8594385,2021-03-10,06:27 AM,eBird - Stationary Count,11,1,,,2,,,DB 41  Cn 100
S82258414,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L9926138,BPI-029-CO,5.6019295,-75.8572535,2021-02-24,09:53 AM,eBird - Stationary Count,11,1,,,2,,V,DB 37  Cn 65
S82559772,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L9827391,BPI-030-CO,5.6002578,-75.8552479,2021-02-24,08:39 AM,eBird - Stationary Count,11,1,,,2,,,"CN 60, DB 47"
S82255872,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L9827391,BPI-030-CO,5.6002578,-75.8552479,2021-02-24,09:08 AM,eBird - Stationary Count,10,1,,,2,,,"CN 60, DB 47"
S82250770,Mourning Warbler,Geothlypis philadelphia,32901,4,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2021-02-24,07:00 AM,eBird - Stationary Count,12,1,,,2,,V,DB 39  Cn 65
S82304079,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L9901925,BPI-039-CO,5.5926628,-75.8407686,2021-02-25,06:34 AM,eBird - Stationary Count,10,1,,,2,,,"CN 60, DB 45"
S80745709,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L9854545,BPI-042-CO,5.6013412,-75.878152,2021-02-10,08:08 AM,eBird - Stationary Count,16,1,,,1,,V,DB 52  CN 60
S80844885,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L9854498,BPI-044-CO,5.5983118,-75.87443,2021-02-10,08:28 AM,PROALAS Point Count (2 bands),10,1,,,2
S80749354,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L9854498,BPI-044-CO,5.5983118,-75.87443,2021-02-10,09:03 AM,eBird - Stationary Count,9,1,,,1,,,DB 42  CN 35
S83995401,Mourning Warbler,Geothlypis philadelphia,32901,2,CO-ANT,,L14141370,BPI-045-CO,5.608099,-75.865443,2021-03-24,06:59 AM,eBird - Stationary Count,17,1,,,2,,,DB 37  CN 70
S84586369,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L9988027,BPI-053-CO,5.5871752,-75.8342686,2021-04-02,06:51 AM,eBird - Traveling Count,23,1,.118,,2,,,DB 37  CN 70
S81895617,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L9909088,BPI-057-CO,5.5879846,-75.858233,2021-02-18,07:27 AM,eBird - Stationary Count,10,1,,,2,,,"CN 100, DB 41"
S84450355,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L9925510,BPI-060-CO,5.6044448,-75.8438656,2021-03-31,07:06 AM,eBird - Stationary Count,10,1,,,1,,,DB 39  CN 90
S84009493,Mourning Warbler,Geothlypis philadelphia,32901,2,CO-ANT,,L14143507,BPI-062-CO,5.603514,-75.85105,2021-03-24,10:48 AM,eBird - Stationary Count,10,1,,,2,,,DB 47  CN 50
S80844771,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10070666,BPI-069-CO,5.5946084,-75.8686036,2021-02-10,07:34 AM,PROALAS Point Count (2 bands),15,1,,,2,,,"CN 60, DB 50"
S82273240,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10070662,BPI-070-CO,5.5950171,-75.8671642,2021-02-10,06:18 AM,eBird - Stationary Count,9,1,,,1,,V,DB 47  CN 70
S81534250,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10023159,BPI-072-CO,5.6262773,-75.8566455,2021-02-15,06:28 AM,eBird - Traveling Count,15,1,.436,,2,,Vocal,DB 39  CN 100
S84934549,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10041509,BPI-074-CO,5.6124813,-75.8365606,2021-04-06,09:58 AM,eBird - Stationary Count,55,1,,,2,,Vocal,DB 31  CN 60
S83110677,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10041347,BPI-077-CO,5.6147199,-75.833782,2021-03-04,08:20 AM,eBird - Stationary Count,11,1,,,2,,,"CN 90, DB 40"
S60545291,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10004187,BPI-080-CO,5.5971227,-75.825209,2019-10-12,07:26 AM,eBird - Stationary Count,11,1,,,2
S81792560,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10077679,BPI-081-CO,5.6184933,-75.8345716,2021-02-17,06:32 AM,eBird - Traveling Count,13,1,.17,,2,,V,DB 32  CN 100
S74249849,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10077683,BPI-083-CO,5.6175461,-75.8371251,2020-09-30,09:50 AM,eBird - Stationary Count,9,1,,,1,,,"Cn 100, db 26"
S84061132,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L9984922,BPI-092-CO,5.5796762,-75.8660031,2021-03-25,09:29 AM,eBird - Stationary Count,14,1,,,2,,Vocal,DB 33  CN 60
S83938751,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L9921026,BPI-093-CO,5.5868085,-75.8606636,2021-03-23,08:17 AM,eBird - Stationary Count,12,1,,,2,,Vocal,DB 41  Cn 30
S83935553,Mourning Warbler,Geothlypis philadelphia,32901,2,CO-ANT,,L9921027,BPI-096-CO,5.5881309,-75.8600008,2021-03-23,07:09 AM,eBird - Stationary Count,14,1,,,2,,Vocal,DB 34  Cn 40
S83917950,Mourning Warbler,Geothlypis philadelphia,32901,2,CO-ANT,,L12284673,BPI-097-CO,5.5832522,-75.8581452,2021-02-18,07:52 AM,eBird - Stationary Count,11,1,,,2,,,"DB 48, CN 90"
S60563439,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10023260,BPI-121-CO,5.5765831,-75.8590278,2019-10-11,08:10 AM,eBird - Stationary Count,12,1,,,2
S60903739,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10070608,BPI-127-CO,5.5903715,-75.864408,2019-10-24,07:59 AM,eBird - Stationary Count,10,1,,,2
S83485959,Mourning Warbler,Geothlypis philadelphia,32901,2,CO-ANT,,L10070611,BPI-128-CO,5.592743,-75.8655629,2021-03-15,08:33 AM,eBird - Stationary Count,15,1,,,2,,,"CN 90,DB 49"
S82273022,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10070667,BPI-129-CO,5.5963856,-75.8701445,2021-02-10,06:52 AM,eBird - Traveling Count,12,1,.172,,2,,V,DB 52    CN 70
S84113410,Mourning Warbler,Geothlypis philadelphia,32901,2,CO-ANT,,L10235605,BPI-133-CO,5.5959071,-75.8424485,2021-03-26,07:07 AM,eBird - Stationary Count,14,1,,,1,,,DB 47  CN 100
S80795260,Mourning Warbler,Geothlypis philadelphia,32901,2,CO-ANT,,L10235635,BPI-135-CO,5.609175,-75.8743569,2021-02-11,07:19 AM,eBird - Stationary Count,11,1,,,2,,Vocal,DB 42  CN 100
S83004657,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L13961835,BPI-140-CO,5.608911,-75.819352,2021-03-08,07:58 AM,eBird - Stationary Count,12,1,,,1,,V,DB 44  CN 100
S83008446,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10120446,BPI-140-CO,5.6082059,-75.8194265,2021-03-08,08:45 AM,eBird - Stationary Count,10,1,,,2,,,"CN 100, DB 49"
S83006584,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10120381,BPI-141-CO,5.6095762,-75.8201307,2021-03-08,08:26 AM,eBird - Stationary Count,11,1,,,2,,,"CN 100, DB 46"
S83008632,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10120381,BPI-141-CO,5.6095762,-75.8201307,2021-03-08,09:10 AM,eBird - Stationary Count,11,1,,,2,,,Db 37  CN 100
S60923194,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10077667,BPI-144-CO,5.563794,-75.8064183,2019-10-23,07:36 AM,eBird - Stationary Count,11,1,,,2
S74236662,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10949467,BPI-145-CO,5.6193511,-75.8443442,2020-09-30,07:17 AM,eBird - Stationary Count,11,1,,,1,,Macho adulto forrajeando en árboles de café adultos,"Cn 80, db 21"
S81795780,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10077690,BPI-146-CO,5.6210143,-75.8364881,2021-02-17,08:05 AM,eBird - Stationary Count,14,1,,,1,,,DB 45  Cn 100
S84910387,Mourning Warbler,Geothlypis philadelphia,32901,3,CO-ANT,,L10077690,BPI-146-CO,5.6210143,-75.8364881,2021-04-06,06:51 AM,eBird - Stationary Count,20,1,,,2,,,DB 35  CN 100
S81847655,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10077504,BPI-147-CO,5.6190243,-75.8361338,2021-02-17,09:36 AM,eBird - Stationary Count,10,1,,,2,,,"CN 100, DB 41"
S80795619,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10235631,BPI-148-CO,5.6100931,-75.8727516,2021-02-11,07:34 AM,eBird - Stationary Count,10,1,,,2,,Vocal,DB 32  CN 85
S80796112,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10235626,BPI-149-CO,5.6117005,-75.8734341,2021-02-11,07:51 AM,eBird - Traveling Count,10,1,.098,,2,,Vocal,DB 31  CN 80
S84322875,Mourning Warbler,Geothlypis philadelphia,32901,3,CO-ANT,,L10235621,BPI-150-CO,5.6135353,-75.8739896,2021-03-29,06:26 AM,eBird - Stationary Count,1,1,,,1,,,DB 36  CN 80
S84327325,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10235638,BPI-153-CO,5.6102955,-75.8760018,2021-03-29,07:57 AM,eBird - Stationary Count,12,1,,,2,,Vocal,DB 38  Cn 60
S65605724,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10235636,BPI-154-CO,5.6120603,-75.8750908,2020-03-09,07:13 AM,eBird - Stationary Count,10,1,,,2
S80796846,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L10235636,BPI-154-CO,5.6120603,-75.8750908,2021-02-11,08:08 AM,eBird - Traveling Count,10,1,.112,,2,,,DB 36  CN 60
S83634927,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L13422513,Hostal el encanto,5.6065084,-75.8125122,2021-03-17,05:15 PM,eBird - Traveling Count,39,1,1.11,,2
S80456633,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L9329448,"Rio Claro, Antioquia, CO (5.591, -75.868)",5.5908947,-75.8681604,2021-02-05,05:58 AM,eBird - Casual Observation,,0,,,2
S60761470,Mourning Warbler,Geothlypis philadelphia,32901,1,CO-ANT,,L5114753,Sendero La Herrera,5.5942143,-75.816232,2019-10-19,04:06 PM,eBird - Traveling Count,67,1,2.38,,2
S74247991,American Redstart,Setophaga ruticilla,32950,1,CO-ANT,,L10040171,BPI-011-CO,5.6024842,-75.8364852,2020-09-30,06:45 AM,eBird - Stationary Count,14,1,,,2,,,"CN 38, DB 60"
S83812669,American Redstart,Setophaga ruticilla,32950,2,CO-ANT,,L10040171,BPI-011-CO,5.6024842,-75.8364852,2021-03-16,07:35 AM,eBird - Stationary Count,12,1,,,2,,,"CN 90, DB 53"
S65374992,American Redstart,Setophaga ruticilla,32950,1,CO-ANT,,L9824242,BPI-049-CO,5.6045061,-75.8320682,2020-03-02,07:53 AM,eBird - Stationary Count,11,1,,,2,,",S"
S64145925,American Redstart,Setophaga ruticilla,32950,1,CO-ANT,,L9921018,BPI-095-CO,5.5863711,-75.8593453,2020-02-05,08:15 AM,eBird - Stationary Count,10,1,,,2
S60468625,American Redstart,Setophaga ruticilla,32950,1,CO-ANT,,L10007325,BPI-110-CO,5.591941,-75.8248689,2019-10-04,08:20 AM,eBird - Stationary Count,10,1,,,2
S60456261,American Redstart,Setophaga ruticilla,32950,1,CO-ANT,,L10007325,BPI-110-CO,5.591941,-75.8248689,2019-10-05,06:54 AM,eBird - Stationary Count,12,1,,,2
